id,artist,name,album,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres,listener
3oUphdZVPyrsprZ8FgbmQS,Aloe Blacc,I Need A Dollar,Good Things,2010,68,0,0.84,0.481,6,-7.123,0,0.0336,0.199,0.0,0.0873,0.955,95.497,243053,4,pop soul;r&b,1
4S4Mfvv03M1cHgIOJcbUCL,Frank Ocean,In My Room,In My Room,2019,74,1,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4,lgbtq+ hip hop;neo soul,1
4kpx4wMn5AGVY5gVN3XbB8,DJ HEARTSTRING,BAE,BAE,2023,50,0,0.635,0.933,7,-7.264,1,0.0459,0.000333,0.964,0.166,0.876,150.021,232750,4,,1
2pACOpgaJOULkKFatoEbAR,Wesley Joseph,Ur_Room,ULTRAMARINE,2021,56,0,0.602,0.343,0,-9.519,1,0.0817,0.695,0.257,0.0943,0.274,118.985,144053,4,uk alternative hip hop,1
5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,Landslide,Fleetwood Mac,1975,79,0,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4,album rock;classic rock;rock;soft rock;yacht rock,1
0uPkCpuoERqrkBL06Art50,John Coltrane,My One And Only Love,John Coltrane And Johnny Hartman,1963,61,0,0.472,0.0676,0,-16.101,1,0.0352,0.963,0.00286,0.14,0.252,114.416,295240,4,bebop;free jazz;jazz;jazz saxophone;vocal jazz,1
5prQBdZry24eScX8jJwS80,The Heavy,Easier,That Kind Of Man,2007,51,0,0.797,0.464,4,-8.904,1,0.0375,0.00365,0.00176,0.0521,0.635,86.001,162347,4,bath indie;modern blues rock,1
0X3swShqPozYoq2p5SkhTx,Samwise,welcome back.,Winter Chill,2018,50,0,0.759,0.334,2,-14.458,1,0.252,0.975,0.832,0.227,0.826,80.988,76000,4,lo-fi beats,1
3XFcUSSbb3ezNem7EnPq2G,Daniel Norgren,Howling Around My Happy Home,Buck,2013,47,0,0.674,0.276,7,-12.766,0,0.0296,0.107,0.881,0.112,0.76,177.248,614827,4,swedish americana;swedish singer-songwriter,1
5h2wrXLGCc3X6lYX1KlYYH,Ogranya,Do You,Best of Project 52,2023,35,0,0.804,0.314,6,-10.5,0,0.0892,0.128,8.64e-05,0.253,0.889,141.149,136170,4,afro r&b;nigerian pop,1
6Y1skSfIA0sNjfabUNtYOT,Guru Griff,tonight,Apex,2017,47,0,0.875,0.244,3,-18.724,0,0.166,0.967,0.928,0.119,0.48,82.01,87805,4,,1
17JtBnNxYdyS1t0ptxpbKL,Oilix,Nightrider,Nightrider,2021,35,0,0.767,0.409,8,-11.414,0,0.0676,0.0685,0.909,0.108,0.761,82.008,102439,4,lo-fi jazzhop,1
0LY4FwDjGq6Z5wj8UHtIbP,Daily J,Stay,Stay,2022,44,0,0.64,0.681,0,-6.47,1,0.0311,0.161,7.33e-05,0.142,0.554,118.004,199438,4,auckland indie;australian surf rock,1
6qoh8fAoY7eVMIIKPKNSWX,Suzan & Freek,De Overkant,Dromen In Kleur,2021,54,0,0.629,0.57,2,-6.693,1,0.0839,0.116,0.0,0.0861,0.822,79.069,167848,4,dutch pop,1
6AtMdpKC5EEzxArCqQEzMG,Mister Modo,Breaking the Blues,World Hop! (Parigo No. 17),2016,54,0,0.888,0.547,11,-8.493,1,0.0726,0.0526,0.818,0.109,0.378,92.007,152339,4,hip-hop experimental,1
3MtP9T0WF4xbIo8vqHYeXM,Dusty Springfield,Spooky,Dusty... Definitely,1968,71,0,0.752,0.445,4,-12.725,0,0.0338,0.5,0.0,0.0912,0.964,106.283,164173,4,adult standards;british invasion;folk rock;soul;vocal jazz,1
7qxDU2QyH24KHW0OSGotVw,The Heavy,Short Change Hero,The House That Dirt Built,2009,60,0,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,322267,4,bath indie;modern blues rock,1
3Aox0dHrvzoyA9k8mEYmNq,t e s t p r e s s,FORZ4,FORZ4,2023,46,0,0.692,0.987,2,-8.213,1,0.0456,0.00386,0.544,0.0621,0.579,150.009,182527,4,,1
1pur8kv69XmZqA3uoMEYnH,La Fine Equipe,Tourment d' amour,La Boulangerie 2 (La Fine Equipe & Friends),2011,64,0,0.749,0.477,4,-6.06,0,0.198,0.153,1.08e-05,0.823,0.882,95.968,133893,4,french indietronica;new french touch,1
4RHRb1GhgAsw3uM69k96xt,Palmate,Feeling Blue,Above the Horizon,2020,33,0,0.64,0.672,11,-11.639,0,0.0465,0.344,0.903,0.109,0.0386,120.001,247636,4,,1
708aD6BmFC9KLdeY5uou95,Guru Griff,Long Day,Nature Boi,2019,42,0,0.81,0.144,10,-18.616,0,0.461,0.959,0.74,0.108,0.67,168.21,102539,4,,1
2DHNCWZYmVr1Lv08q5b0kB,Kanye West,Roses,Late Registration,2005,63,1,0.723,0.465,3,-6.454,0,0.0952,0.259,2.7e-05,0.108,0.513,97.702,245867,4,chicago rap;hip hop;rap,1
1YQWosTIljIvxAgHWTp7KP,The Dave Brubeck Quartet,Take Five,Time Out,1959,68,0,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,324133,5,bebop;jazz;jazz quartet,1
5qifKeLMuMMBJIqZgwAZjR,LB aka LABAT,Lambo,Lambo,2022,36,0,0.848,0.8,5,-6.541,0,0.0438,0.0406,0.555,0.115,0.631,138.028,238946,4,jazz house,1
08QcTSovKYpT6d7Tu3WbIc,Artemas,i like the way you kiss me - MRD remix,i like the way you kiss me (remixes),2024,38,0,0.472,0.97,8,-4.389,0,0.109,2.95e-05,0.0821,0.394,0.618,151.627,256932,4,,1
0gegvYa9Mexi7LPnAXN4lV,Suzan & Freek,Slapeloosheid,Iemand Van Vroeger,2023,52,0,0.533,0.755,8,-6.722,0,0.0977,0.038,1.18e-05,0.218,0.561,167.975,177143,4,dutch pop,1
5VWN9QeMmMHkgBzZcZgr9l,Bad Boombox,Pull It Up - Original Mix,The Jambon-Beurre EP,2023,40,0,0.756,0.977,7,-3.808,1,0.0525,0.000219,0.904,0.0732,0.962,151.044,231258,4,hardgroove,1
5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,More Life,2017,81,1,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,canadian hip hop;canadian pop;hip hop;pop rap;rap,1
5b7OgznPJJr1vHNYGyvxau,Frank Sinatra,Fly Me To The Moon (In Other Words),Sinatra/Basie: The Complete Reprise Studio Recordings,1962,73,0,0.668,0.26,7,-14.256,1,0.0523,0.453,0.0,0.0621,0.368,119.416,147000,4,adult standards;easy listening;lounge,1
0d7rAcuh3djewMUKGxyVG8,Antônio Carlos Jobim,Drinking Water (Aqua de Beber),Sinatra/Jobim: The Complete Reprise Recordings,1967,54,0,0.66,0.557,9,-10.925,1,0.029,0.702,0.0412,0.122,0.62,125.463,155440,4,bossa nova;brazilian classical;brazilian jazz;latin classical;mpb;violao,1
2d4jDuvS8cx04oorjIheLH,Suff Daddy,Interludio De Medicamento,Basically Sober,2022,51,0,0.82,0.0808,4,-13.769,0,0.193,0.685,0.961,0.171,0.61,80.312,63000,4,abstract beats;jazz boom bap,1
33PwTxfVSWTN3fd91q4Wsj,The Cancel,Summer Tape,Reply from Space,2011,47,0,0.75,0.585,3,-9.596,1,0.0998,0.292,0.833,0.151,0.528,85.023,113109,4,,1
1lY2re0dd5ZVRy31dq4Nz3,Stenfert,Hoogtevrees,Eerlijk,2022,36,0,0.774,0.428,0,-10.371,0,0.0745,0.744,0.0107,0.0971,0.715,84.026,154107,4,,1
46IKdGs9GbDfbKBhiTwB3i,Magic City Hippies,Therapy,Water Your Garden,2022,41,0,0.628,0.514,8,-8.405,0,0.0859,0.437,0.00114,0.232,0.655,75.942,165000,4,miami indie,1
2h7c8sfEWiKhDCWlt2KekF,Adventure Time,Island Song (Come Along with Me) [feat. Ashley Eriksson],Adventure Time: Come Along with Me (Original Soundtrack),2018,61,0,0.732,0.467,9,-12.628,0,0.036,0.793,0.0,0.247,0.845,119.988,108722,4,pov: indie,1
4PHqFuq0cfUP8LblrwcBaK,Q Funktion,Like I Usually Do,Like I Usually Do,2013,59,0,0.771,0.482,11,-9.262,1,0.0799,0.222,0.57,0.156,0.146,90.537,168149,4,electro dub,1
0IMWXj2yjfqI74IbKD7icc,The Cancel,Run,No Way to Stay,2017,57,0,0.78,0.366,7,-6.223,0,0.0838,0.0286,0.59,0.0491,0.588,172.062,156977,4,,1
2rLwz4Eihs3PXhx7e4qhcN,Moderator,Funk for Food,Funk for Food,2017,50,0,0.671,0.707,7,-9.967,1,0.0434,0.0231,0.397,0.113,0.436,91.876,115282,4,greek downtempo,1
6Hcm7xs5k4VJupADnlXydb,MRD,Feel So Close,Feel So Close,2024,37,0,0.513,0.961,7,-4.391,1,0.0353,0.00367,0.782,0.0762,0.844,150.042,321000,4,hard techno;norwegian techno,1
5fuJMvVKNeTbIcflFTLqg6,Protassov,I Wonder,Shalina Music,2015,53,0,0.798,0.781,11,-7.392,0,0.0912,0.153,0.0664,0.101,0.421,80.032,247427,4,nu jazz,1
0qRR9d89hIS0MHRkQ0ejxX,Daryl Hall & John Oates,Rich Girl,Bigger Than Both Of Us,1976,84,0,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,142787,4,album rock;classic rock;mellow gold;rock;singer-songwriter;soft rock;yacht rock,1
0jJ9zH290VJPwzpxQriNsl,Folamour,Isla Nostalgia,Manifesto,2023,21,0,0.653,0.384,1,-8.611,1,0.0379,0.00187,0.836,0.0816,0.671,122.998,394000,4,jazz house;lo-fi house,1
40I4w5BaDv6QNCTfjuPxvI,Folamour,Friends (feat. Tim Ayre),Manifesto,2023,24,0,0.58,0.468,1,-6.88,1,0.0377,0.131,0.000424,0.278,0.73,186.07,199893,4,jazz house;lo-fi house,1
7FgjfoVQ6Wn1Nm53N5Upn8,J.J. Cale,Crazy Mama,Naturally,1972,58,0,0.828,0.0786,11,-19.45,1,0.0418,0.7,0.213,0.0769,0.485,96.178,142867,4,blues;blues rock;folk rock;roots rock;singer-songwriter,1
3GZD6HmiNUhxXYf8Gch723,Frank Ocean,Lost,channel ORANGE,2012,83,1,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4,lgbtq+ hip hop;neo soul,1
4fmMlfYmxRNdTEWXBJyaZa,Narciss,LOVE 4 LIFE,LOVE 4 LIFE,2023,39,0,0.629,0.9,11,-8.877,0,0.0459,0.00836,0.882,0.094,0.913,135.011,173810,4,,1
6WR6Rd2dCpnwDda3ehLEPX,Folamour,Poundland Anthem,Manifesto,2023,41,0,0.724,0.838,2,-6.869,0,0.0601,0.0114,0.667,0.108,0.451,125.003,355480,4,jazz house;lo-fi house,1
2wCgQVCF0jhDWiNTFjti7b,Diffrent,A Little Closer,A Little Closer,2024,69,0,0.633,0.842,7,-5.976,0,0.0341,0.0362,0.666,0.149,0.572,145.015,175208,4,,1
44ItzRkfG59n0roW7sNbmm,Folamour,When a Piano Saves the Day,Manifesto,2023,22,0,0.64,0.584,6,-7.172,0,0.0362,0.0368,0.908,0.0712,0.543,129.06,332520,4,jazz house;lo-fi house,1
1D0yTEUbDqtlabrI4wcT5F,Gotu Jim,Honderd Duizend Rondjes (Tjade Remix),Niet Geslapen Wel Gedoucht - Remixes,2023,35,0,0.582,0.696,9,-8.266,1,0.0363,0.00334,0.38,0.0838,0.225,131.99,359728,4,dutch hip hop;lustrum,1
1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,Just As I Am,1971,83,0,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093,4,classic soul;funk;quiet storm;soul,1
2AMysGXOe0zzZJMtH3Nizb,Stromae,Formidable,racine carrée,2013,71,1,0.513,0.629,4,-9.055,0,0.19,0.0986,0.0,0.146,0.498,70.568,213933,4,belgian pop;g-house,1
1gwVDu3zIbLfufg69APtCT,Gotu Jim,Oranje Etiket,Oranje Etiket,2019,36,1,0.741,0.556,7,-6.904,0,0.113,0.427,0.0,0.104,0.71,79.043,193605,4,dutch hip hop;lustrum,1
6Fn1WAkDPjF1Tszdf59bWy,Folamour,Freedom,Manifesto,2023,49,0,0.766,0.769,9,-7.159,0,0.043,0.177,0.0779,0.0548,0.92,108.004,205893,4,jazz house;lo-fi house,1
7b4twDZXjQf8gyQGSvySZd,Chris Stussy,All Night Long,All Night Long,2023,60,0,0.768,0.703,5,-9.928,0,0.0466,0.00731,0.278,0.0977,0.788,133.01,234526,4,dutch tech house,1
0dGqP4VickYjtIaB5VOt4H,Russ,3:15 (Breathe),3:15 (Breathe),2021,77,1,0.451,0.627,8,-4.59,1,0.127,0.591,0.00958,0.118,0.77,74.69,184000,4,hawaiian hip hop;pop rap,1
04CyMEHliadfQWMUJb1w99,¥$,BURN,VULTURES 1,2024,54,1,0.6,0.885,11,-6.21,0,0.393,0.0157,6.02e-06,0.856,0.736,105.003,111458,4,,1
3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Strange Trails,2015,90,0,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,208212,3,indie folk;stomp and holler,1
2TdDRjNiF1HuRvnclprnce,MIKA,Grace Kelly,Life In Cartoon Motion,2007,55,0,0.677,0.824,0,-5.752,1,0.0449,0.0268,0.0164,0.363,0.696,122.223,187733,4,electropop,1
4Pdga2WbSduucrMZeNMFpd,X CLUB.,Block Rockin,Block Rockin,2023,33,0,0.631,0.994,4,-7.184,0,0.0802,6.53e-05,0.418,0.0926,0.503,144.998,298575,4,australian techno,1
6sI5m6cabkKWBuDh0kXMKk,Belleruche,Anything You Want - Not That,The Express,2008,65,0,0.954,0.777,2,-7.935,0,0.0422,0.0541,0.786,0.111,0.952,122.32,202480,4,bboy;electro swing;nu jazz,1
7kBYPyaxF3oE9EgjOMpGKs,Malugi,Reach Out,Reach Out,2023,53,0,0.667,0.94,2,-7.445,0,0.0385,0.0006,0.915,0.079,0.875,142.995,138000,4,,1
4yA2SM7XCLkSgkBUSoZb5S,Travis,Sing,The Invisible Band,2001,69,0,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,228800,4,britpop,1
22ykS8KWpd2r4zcRZ0XMK5,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),NOT ALL HEROES WEAR CAPES (Deluxe),2018,65,1,0.674,0.23,1,-10.363,0,0.203,0.191,0.0,0.104,0.102,173.963,211920,4,rap,1
4feXcsElKIVsGwkbnTHAfV,Frank Sinatra,Somethin' Stupid,The World We Knew,1967,77,0,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,162493,4,adult standards;easy listening;lounge,1
2P0viQycMetMJ2Gu5aj4Cr,Malugi,Really Happy,Really Happy,2023,49,0,0.654,0.964,2,-6.854,1,0.0398,0.000287,0.186,0.33,0.639,145.022,167500,4,,1
3IgUCMkHS4RgHdngIlporF,Halsey,Sorry,hopeless fountain kingdom (Deluxe Plus),2017,68,0,0.513,0.25,5,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,220541,4,electropop;etherpop;indie poptimism;pop,1
2ARMv3BeIvezKw9fTvVcDI,DOLKINS,Max&Chlo;é,Soundtrack Life is Strange Cover partie 1,2016,43,0,0.55,0.254,7,-19.633,1,0.0373,0.861,0.882,0.111,0.0397,80.014,168388,4,,1
3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,everything i wanted,2019,82,0,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,art pop;pop,1
7M2hVYbbsSM2nNxsWIkspL,MRD,Midsommar,Løvehjerte,2023,21,0,0.443,0.976,11,-6.254,0,0.0913,0.00128,0.354,0.239,0.392,75.028,275201,4,hard techno;norwegian techno,1
3lsA25LMGFSWEht6ysngKx,Ollie Lishman,2 THA 3,POSITION CRITICAL,2023,34,0,0.641,0.97,2,-4.781,1,0.11,5.02e-05,0.335,0.0951,0.312,143.982,360633,4,hardgroove,1
3gZs2MpDVNJb0CnPwkU3m9,Odyssey,Going Back To My Roots (Original Radio Version),Going Back To My Roots,1985,44,0,0.693,0.918,11,-6.429,0,0.0632,0.225,0.00106,0.0547,0.765,111.128,259587,4,disco;hammond organ;post-disco,1
52iLDrSoRtf9lcgFuLVfqE,Sasha Alex Sloan,Older,Older,2018,70,0,0.681,0.292,11,-9.599,1,0.0483,0.743,0.0,0.0974,0.162,64.002,191002,4,alt z,1
6J2LdBN97cDWn0MLxYh9HB,Noah Cyrus,July,THE END OF EVERYTHING,2020,81,0,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,156106,4,alt z;pop,1
0RC23Ua9z3HUD9ssrX2VGj,Gorillaz,Lake Zurich,The Now Now,2018,46,0,0.618,0.886,2,-6.099,1,0.033,0.000108,0.881,0.0821,0.779,115.082,253627,4,alternative hip hop;modern rock;rock,1
1lbXEepatjRVjoG8pZMtdp,Fleetwood Mac,Dreams,Greatest Hits,1988,65,0,0.823,0.338,0,-15.899,1,0.0413,0.139,0.00129,0.5,0.785,120.473,254453,4,album rock;classic rock;rock;soft rock;yacht rock,1
4CxFN5zON70B3VOPBYbd6P,Jeremy Zucker,you were good to me,brent,2019,70,0,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4,alt z;electropop;pop,1
3Tc57t9l2O8FwQZtQOvPXK,Billie Eilish,my strange addiction,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,73,0,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4,art pop;pop,1
1fOkmYW3ZFkkjIdOZSf596,Frank Ocean,Pink Matter,channel ORANGE,2012,79,1,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,268813,3,lgbtq+ hip hop;neo soul,1
4FmCUATNIarCQh72JYdvnm,Frank Sinatra,That's Life,That's Life,1966,71,0,0.56,0.434,4,-14.151,0,0.0729,0.55,0.0,0.346,0.664,112.803,187040,3,adult standards;easy listening;lounge,1
1TQXIltqoZ5XXyfCbAeSQQ,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,2019,78,0,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732,4,alt z,1
4IhCpufYdnbCIjwWw7tqty,Ciara,"1, 2 Step - DJ HEARTSTRING Remix","1, 2 Step (DJ HEARTSTRING Remix)",2023,51,0,0.709,0.951,5,-5.84,0,0.0523,0.00153,0.246,0.0536,0.807,145.994,185953,4,dance pop;hip pop;pop;r&b;urban contemporary,1
5SaapweQAEx7X1R47ItZ75,Suzan & Freek,Goud,Dromen In Kleur,2021,57,0,0.736,0.486,0,-7.627,0,0.043,0.162,0.0,0.121,0.562,110.026,202943,4,dutch pop,1
6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,French Exit,2014,87,0,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,213920,4,pov: indie,1
6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,Manic,2020,78,1,0.752,0.488,6,-7.05,1,0.0705,0.293,9.2e-06,0.0936,0.533,136.07,201661,4,electropop;etherpop;indie poptimism;pop,1
1PUz8gu1K3xfes61hXm5ht,DOLKINS,Blackwell Academy,Soundtrack Life is Strange Cover partie 1,2016,41,0,0.521,0.0802,5,-25.493,1,0.0442,0.986,0.936,0.109,0.161,120.01,113294,4,,1
7bdYxWPCs46dQ0XLwySOyv,Jeremy Zucker,better off,glisten,2018,58,0,0.707,0.322,8,-12.46,0,0.0371,0.745,9.26e-05,0.137,0.459,98.892,193947,4,alt z;electropop;pop,1
6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,80,0,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4,art pop;pop,1
0TzbmxnYrlMV6dEln2l9nb,MIKA,Happy Ending,Life In Cartoon Motion,2007,62,0,0.564,0.437,1,-8.375,1,0.0285,0.552,0.0,0.217,0.307,96.018,273800,4,electropop,1
5nU7dvOfzYs9QVVL7YVNPE,Stan Getz,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,Getz/Gilberto - Expanded Edition,1964,60,0,0.531,0.198,9,-15.811,0,0.039,0.952,0.00267,0.119,0.437,128.043,139987,4,bebop;bossa nova;cool jazz;jazz;jazz saxophone;latin jazz;samba-jazz;vocal jazz,1
2bfGNzdiRa1jXZRdfssSzR,Gorillaz,Dirty Harry,Demon Days,2005,72,0,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,230426,4,alternative hip hop;modern rock;rock,1
6r2JV75tE0vNgNCv4HKsBC,Jeremy Zucker,scared,brent,2019,56,0,0.583,0.075,5,-15.843,1,0.0726,0.933,1.4e-06,0.111,0.347,108.418,207520,4,alt z;electropop;pop,1
7cf6CqdnZLTXHLu8x34Nt7,Stan Pellegrino,Scuzi Amigo,Scuzi Amigo,2023,8,0,0.655,0.7,2,-9.661,0,0.0966,0.408,0.00165,0.107,0.487,124.927,284227,4,,1
5n3ukwahCHdDfgDN4Vs4V0,DJ HEARTSTRING,I've Been Meaning To Tell You,Teenage Dreams,2023,44,0,0.701,0.977,6,-6.341,1,0.0527,0.00043,0.925,0.106,0.725,148.001,241750,4,,1
7i0d5gmak7nHrBAZJG3eSW,Roosevelt,Ordinary Love - Folamour Remix,Ordinary Love (Folamour Remix),2024,39,0,0.754,0.922,9,-7.751,0,0.0527,0.00534,0.67,0.0809,0.86,130.01,325706,4,indie emo;nu disco;shiver pop,1
7MOX3ibncypw3xGb4HZVFA,BLØF,Zoutelande (feat. Geike),Aan,2017,53,0,0.67,0.641,6,-7.198,0,0.0285,0.223,2.42e-05,0.141,0.891,129.016,223267,4,dutch pop;dutch rock,1
3G6hD9B2ZHOsgf4WfNu7X1,Lorde,Team,Pure Heroine,2013,75,0,0.691,0.578,6,-7.436,1,0.106,0.167,0.0,0.305,0.412,99.984,193059,4,art pop;metropopolis;nz pop;pop,1
2BeoGYw46Le2cYafiZwxOr,Elley Duhé,MONEY ON THE DASH - Marlon Hoffstadt aka DJ Daddy Trance Remix,MONEY ON THE DASH - Marlon Hoffstadt aka DJ Daddy Trance Remix,2024,46,0,0.676,0.935,10,-6.34,0,0.0653,4.31e-05,0.815,0.0325,0.784,150.984,306026,4,alt z,1
5EW0i7UltRvODlUXWOVE7l,Franck,Get Down,Numbaz EP,2022,43,0,0.727,0.951,7,-7.89,1,0.112,0.00294,0.0857,0.11,0.789,143.931,307967,4,,1
5tiTVSryX1Hu09cPsNvaIR,Suzan & Freek,Slapeloosheid,Slapeloosheid,2023,50,0,0.534,0.752,8,-6.715,0,0.0958,0.0381,1.13e-05,0.213,0.552,167.963,177143,4,dutch pop,1
1eCTQhsNA31FcwyNcJcf86,Sista Prod,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)","Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",2020,62,0,0.702,0.616,6,-4.903,1,0.326,0.686,0.0,0.145,0.507,80.482,156188,4,sad lo-fi,1
5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,It's You,YOU,2019,76,0,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,canadian hip hop,1
6Kkt27YmFyIFrcX3QXFi2o,Lorde,Liability,Melodrama,2017,68,0,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,171728,4,art pop;metropopolis;nz pop;pop,1
6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,UTOPIA,2023,84,1,0.927,0.619,5,-4.441,0,0.0539,0.0186,0.0,0.104,0.817,117.995,211582,4,rap;slap house,1
0CZ8lquoTX2Dkg7Ak2inwA,King Princess,1950,1950,2018,65,1,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4,alt z;indie pop;nyc pop,1
2unIXIeXCYSVte41IuRHTz,Junior Jack,Thrill Me,Trust It,2004,34,0,0.647,0.971,7,-8.778,1,0.0783,0.000406,0.898,0.4,0.159,124.992,354307,4,deep house;disco house;filter house;tech house;vocal house,1
4VyOQKexcxUcUmEwtcVnnd,Suzan & Freek,Honderd Keer,Iemand Van Vroeger,2023,51,0,0.692,0.61,5,-7.548,1,0.0361,0.0551,0.0,0.254,0.599,116.071,196034,4,dutch pop,1
2VxOWMxVKqoabIH5L9rQoL,Junior Jack,Stupidisco (Elektrik Disko Remix),Stupidisco (Jolyon Petch Remix),2021,47,0,0.782,0.756,1,-7.341,1,0.167,0.129,0.662,0.274,0.569,120.014,181000,4,deep house;disco house;filter house;tech house;vocal house,1
25yup6WYnPoITrfzhkBLmt,Powfu,I Can't Sleep,"Some Boring, Love Stories",2018,59,1,0.805,0.479,6,-9.238,0,0.363,0.182,3.41e-06,0.346,0.363,80.454,152500,4,sad lo-fi;sad rap,1
4osgfFTICMkcGbbigdsa53,Frank Ocean,Novacane,Novacane,2011,81,1,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347,4,lgbtq+ hip hop;neo soul,1
4pdhkd4q0efLlNXGFWHR99,The Opposites,Slaap,De Fik Erin,2008,48,0,0.699,0.871,10,-3.256,0,0.144,0.0558,0.0,0.144,0.73,100.055,212707,4,dutch hip hop,1
5TdsylMARn0PxbHqrmmJoS,Strike,"U Sure Do (Strike 7"" Mix)",U Sure Do,1994,55,0,0.683,0.93,3,-7.878,0,0.0499,0.0189,0.38,0.344,0.826,127.969,229172,4,eurodance,1
2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),2019,73,0,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4,alt z;canadian contemporary r&b;singer-songwriter pop,1
5DS8MJPor5YAoo2Y9ElFzY,Gizmo Varillas,Paraiso,El Dorado,2016,56,0,0.665,0.67,8,-11.17,0,0.0451,0.856,0.833,0.0818,0.421,107.959,103227,4,tropical alternativo,1
5q4BpnMrYEFzLO0dYODj6J,Lorde,The Louvre,Melodrama,2017,61,0,0.664,0.382,0,-9.977,1,0.047,0.239,0.00749,0.0943,0.126,123.214,271088,4,art pop;metropopolis;nz pop;pop,1
6uvcFhpfRLKrT4pNHueLQN,Dale Howard,Real Love,Real Love,2020,49,0,0.621,0.854,4,-6.732,0,0.0552,0.0116,0.745,0.415,0.681,124.003,145560,4,tech house;uk tech house,1
2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,White Ferrari,Blonde,2016,84,0,0.501,0.0958,0,-15.605,1,0.0433,0.77,0.0,0.298,0.204,108.741,248808,4,lgbtq+ hip hop;neo soul,1
1DoECePnMuLtpLQSCZqwtK,Powfu,ill come back to you (feat. Sarcastic Sounds & Rxseboy),poems of the past,2020,56,0,0.652,0.483,8,-9.964,0,0.291,0.658,0.0,0.393,0.372,75.987,134881,4,sad lo-fi;sad rap,1
1acysIysfLZTWdHhF3Vr33,Ken@Work,It's Guaranteed,It's Guaranteed,2024,9,0,0.901,0.886,7,-4.648,0,0.0392,0.00634,0.00106,0.0773,0.972,120.018,289258,4,funky house,1
